player_name,dg_id,country,am,primary_tour,datagolf_rank,owgr_rank,dg_skill_estimate,last_updated,notes
"Stone, Brandon",15229,RSA,0,EURO,184,263,-0.151298315782138,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Van Tonder, Daniel",15193,RSA,0,AFR,185,177,-0.15227538056953,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Coody, Pierceson",28309,USA,0,PGA,186,190,-0.159703705321342,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Ramey, Chad",19840,USA,0,PGA,187,288,-0.162266809798306,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Dahmen, Joel",14509,USA,0,PGA,188,209,-0.162612320778212,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Springer, Hayden",21995,USA,0,PGA,189,145,-0.165491634344323,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Pieters, Thomas",13944,BEL,0,LIV,190,381,-0.171914440592487,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Lashley, Nate",10943,USA,0,PGA,191,206,-0.176578241669878,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Bjork, Alexander",14775,SWE,0,EURO,192,184,-0.18010276266425,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Stricker, Steve",4818,USA,0,CHAMP,193,501,-0.185660087291608,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Kohles, Ben",16395,USA,0,PGA,194,133,-0.191007392758544,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Castillo, Ricky",27819,USA,0,KFT,195,233,-0.197408584765281,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Schwartzel, Charl",7398,RSA,0,LIV,196,395,-0.203736248905128,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Howell III, Charles",6892,USA,0,LIV,197,501,-0.210359906504942,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Lee, Kyounghoon",13497,KOR,0,PGA,198,151,-0.21216416579322,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Gotterup, Chris",27774,USA,0,PGA,199,203,-0.216333622465376,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Imahira, Shugo",13485,JPN,0,JPN,200,218,-0.224767265441127,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Lindell, Oliver",20085,FIN,0,CHA,201,331,-0.227538290153029,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"LaCroix, Frederic",23733,FRA,0,EURO,202,167,-0.231217302698578,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Schenk, Adam",19477,USA,0,PGA,203,108,-0.232801497719668,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Jang, Yubin",28276,KOR,0,KOR,204,142,-0.236312089098595,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Hisatsune, Ryo",22760,JPN,0,PGA,205,110,-0.243180329907769,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Garnett, Brice",11451,USA,0,PGA,206,181,-0.244833026320027,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Catlin, John",18524,USA,0,ASA,207,136,-0.248721377778406,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Ayora, Angel",30445,ESP,0,EURO,208,188,-0.250373654405479,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Jamieson, Scott",11397,SCO,0,EURO,209,283,-0.261510868161928,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Hillier, Daniel",21362,NZL,0,EURO,210,137,-0.262486529460911,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Bramlett, Joseph",14698,USA,0,PGA,211,304,-0.263794534476563,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Na, Kevin",7452,USA,0,LIV,212,501,-0.264310549954088,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Suh, Justin",22050,USA,0,PGA,213,267,-0.268614455374511,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Shelton, Robby",18635,USA,0,PGA,214,254,-0.269679549951869,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Kokrak, Jason",12337,USA,0,LIV,215,501,-0.27015863798285,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Shimizu, Taisei",20984,JPN,0,JPN,216,281,-0.276440550347097,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Meronk, Adrian",14196,POL,0,LIV,217,153,-0.277716291374741,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Pavan, Andrea",12177,ITA,0,EURO,218,289,-0.279336485026361,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Lipsky, David",15980,USA,0,PGA,219,157,-0.286725900574296,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Bryan, Wesley",21236,USA,0,PGA,220,214,-0.293284041913827,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Wenyi, Ding",26193,CHN,0,EURO,221,501,-0.296824889437313,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Kinoshita, Ryosuke",14904,JPN,0,JPN,222,269,-0.301513169950525,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Shipley, Neal",32055,USA,0,PGA,223,225,-0.302836734558444,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Blair, Zac",17639,USA,0,PGA,224,169,-0.306216506746672,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Martin, Ben",14007,USA,0,PGA,225,312,-0.306362976544259,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Suber, Jackson",29279,USA,0,KFT,226,185,-0.308448295738101,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Meissner, Mitchell",26126,USA,0,KFT,227,374,-0.313498666488763,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Chatfield, Davis",30620,USA,0,KFT,228,349,-0.327224905363805,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"James, Ben",29827,USA,1,AM,229,501,-0.329452489370081,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Wolff, Matthew",25919,USA,0,LIV,230,501,-0.329952075384768,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Cink, Stewart",5665,USA,0,CHAMP,231,365,-0.341831196719358,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Salinda, Isaiah",27183,USA,0,KFT,232,272,-0.345769877382573,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"List, Luke",7960,USA,0,PGA,233,139,-0.346246079471873,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Otaegui, Adrian",14975,UAE,0,EURO,234,183,-0.350258374541835,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Steele, Brendan",11019,USA,0,LIV,235,501,-0.354272635766293,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Chacarra, Eugenio",26745,ESP,0,ASA,236,294,-0.355175127411743,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Coussaud, Ugo",20727,FRA,0,EURO,237,219,-0.363185768690502,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Scrivener, Jason",12734,AUS,0,EURO,238,276,-0.363744669243601,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Knapp, Jake",19396,USA,0,PGA,239,103,-0.367005356988906,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Hardy, Nick",19865,USA,0,PGA,240,287,-0.374335060430554,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Jones, Matt",8605,AUS,0,LIV,241,501,-0.374796174158432,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Tway, Kevin",13127,USA,0,PGA,242,278,-0.377401437112262,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Ramsay, Richie",11396,SCO,0,EURO,243,261,-0.380450013755451,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Wiesberger, Bernd",9531,AUT,0,EURO,244,223,-0.381252137078634,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Stenson, Henrik",5994,SWE,0,LIV,245,501,-0.38568462019669,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Norrman, Vincent",22535,SWE,0,PGA,246,226,-0.386681496807618,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Lamprecht, Christo",24343,RSA,0,KFT,247,352,-0.392082574620735,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Bairstow, Sam",28615,ENG,0,EURO,248,186,-0.39215307043984,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Fisk, Steven",26657,USA,0,KFT,249,166,-0.392948919367428,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Dean, Joe",16497,ENG,0,EURO,250,138,-0.3930654874059,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Bauchou, Zachary",19846,USA,0,KFT,251,285,-0.396714611948159,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Paul, Jeremy",22087,GER,0,KFT,252,338,-0.400949844467124,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Lee, Chieh-Po",16563,TPE,0,ASA,253,234,-0.401733086343094,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Redman, Doc",24481,USA,0,KFT,254,390,-0.403906961113936,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Pavon, Matthieu",19960,FRA,0,PGA,255,40,-0.404057595479326,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Lebioda, Hank",21943,USA,0,KFT,256,239,-0.41435144718298,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Kimsey, Nathan",18027,ENG,0,EURO,257,427,-0.430631511005811,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Kim, Seonghyeon",21688,KOR,0,PGA,258,159,-0.431193490147394,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Streelman, Kevin",8480,USA,0,PGA,259,212,-0.44217956870112,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Johnston, Andrew",14666,ENG,0,EURO,260,398,-0.442582840069465,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Hill, Calum",25131,SCO,0,EURO,261,258,-0.444219511865475,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Moore, Ryan",7489,USA,0,PGA,262,284,-0.452149310568169,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Del Rey, Alejandro",22259,ESP,0,EURO,263,154,-0.452806027619546,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Kaewkanjana, Sadom",19844,THA,0,ASA,264,335,-0.454579900379996,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Walker, Danny",25003,USA,0,KFT,265,299,-0.455636948600494,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Dumont de Chassart, Adrien",22002,BEL,0,PGA,266,230,-0.457297894328441,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Higa, Kazuki",15756,JPN,0,ASA,267,293,-0.457750077701684,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Chappell, Kevin",13305,USA,0,PGA,268,324,-0.459730441609606,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Rosenmueller, Thomas",22736,GER,0,KFT,269,193,-0.463444626955416,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Smyth, Travis",19232,AUS,0,ASA,270,270,-0.464459233822789,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Koivun, Jackson",32319,USA,1,AM,271,501,-0.466273150924666,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Summerhays, Daniel",12424,USA,0,KFT,272,356,-0.466547764991717,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Vilips, Karl",24304,AUS,0,KFT,273,253,-0.47624970585809,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Brown, Daniel",20766,ENG,0,EURO,274,127,-0.480108771090577,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Peterson, Paul",16341,USA,0,KFT,275,221,-0.481177418531958,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Syme, Connor",22089,SCO,0,EURO,276,194,-0.481490986825222,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Kaneko, Kota",28268,JPN,0,JPN,277,362,-0.485580349311976,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Tabuena, Miguel",15274,PHI,0,ASA,278,277,-0.486947496625117,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Nyholm, Pontus",25475,SWE,0,KFT,279,408,-0.48833214872206,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Brown, Hamish",22168,DEN,0,CHA,280,229,-0.489438014104416,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Hadley, Chesson",14967,USA,0,PGA,281,316,-0.496392585873841,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Gutierrez, Ivan Cantero",19635,ESP,0,EURO,282,274,-0.496725385181915,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Bradbury, Dan",29971,ENG,0,EURO,283,168,-0.497052983558587,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Schaper, Jayden",26991,RSA,0,EURO,284,291,-0.497577038283951,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Wu, Brandon",25213,USA,0,PGA,285,320,-0.501778626182612,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Duncan, Tyler",18187,USA,0,PGA,286,327,-0.506004763217375,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Harrington, Padraig",5716,IRL,0,CHAMP,287,358,-0.50900556866144,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Kinhult, Marcus",18514,SWE,0,EURO,288,259,-0.510116340909704,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Knox, Russell",13831,SCO,0,KFT,289,380,-0.515631342109701,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Higgs, Harry",14140,USA,0,PGA,290,164,-0.517428746667997,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Law, David",14784,SCO,0,EURO,291,391,-0.520970577557443,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Alker, Steven",4871,NZL,0,CHAMP,292,501,-0.522275444795617,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Kruyswijk, Jacques",16896,RSA,0,EURO,293,357,-0.522846756109736,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Jarvis, Casey",26947,RSA,0,EURO,294,303,-0.523141935255355,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Pereira, Mito",19455,CHI,0,LIV,295,501,-0.52396873473019,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Micheluzzi, David",19224,AUS,0,EURO,296,191,-0.526202941215838,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Schneider, Marcel",12522,GER,0,EURO,297,345,-0.532225042551981,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Li, Haotong",15310,CHN,0,EURO,298,300,-0.532778959207026,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Gonzalez, Emilio",28016,MEX,0,KFT,299,361,-0.540027833619327,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Gordon, Will",26660,USA,0,PGA,300,315,-0.544237560120928,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Todd, Brendon",12425,USA,0,PGA,301,126,-0.544397725339019,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Laird, Martin",9586,SCO,0,PGA,302,273,-0.546343989741694,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Robinson-Thompson, Brandon",24497,ENG,0,CHA,303,262,-0.548207065116045,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Mouw, William",29770,USA,0,KFT,304,174,-0.555008742053896,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Vaillant, Tom",28157,FRA,0,EURO,305,334,-0.561310982726613,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Tosti, Alejandro",17032,ARG,0,PGA,306,198,-0.569900816987889,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Mullinax, Trey",18761,USA,0,PGA,307,501,-0.57083505682989,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Suri, Julian",18059,USA,0,KFT,308,452,-0.572644803397301,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Higgo, Garrick",24342,RSA,0,PGA,309,307,-0.581885210795952,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Mansell, Richard",24185,ENG,0,EURO,310,235,-0.585214693092289,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Varner III, Harold",16602,USA,0,LIV,311,501,-0.58795730255481,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Dickson, Taylor",27420,USA,0,KFT,312,178,-0.593267021973854,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Zanotti, Fabrizio",9842,PAR,0,EURO,313,305,-0.598228386654676,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Snedeker, Brandt",8820,USA,0,PGA,314,421,-0.60014665839029,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Widing, Tim",21875,SWE,0,KFT,315,163,-0.602114620238678,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Kjettrup, Frederik",24660,DEN,0,PTA,316,245,-0.606027639750243,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Semikawa, Taiga",19681,JPN,0,JPN,317,268,-0.612496224024124,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Goodwin, Noah",24837,USA,0,KFT,318,370,-0.613709792742378,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Reavie, Chez",7961,USA,0,PGA,319,325,-0.613936870499853,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Armitage, Marcus",17813,ENG,0,EURO,320,207,-0.61868971194008,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Lee, Richard Taehoon",12413,CAN,0,ASA,321,224,-0.624176087754708,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Green, Gavin",12530,MAS,0,EURO,322,317,-0.625297123360163,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Thornberry, Braden",23502,USA,0,KFT,323,266,-0.626529017689379,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Kraft, Kelly",15852,USA,0,PGA,324,385,-0.629695356673405,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Surratt, Caleb",30463,USA,0,LIV,325,310,-0.634581278077108,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Gilligan, Ian",26953,USA,1,AM,326,501,-0.637436757937936,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Tuten, Shad",22986,USA,0,KFT,327,462,-0.639268010101581,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Horikawa, Mikumu",15056,JPN,0,JPN,328,384,-0.641210897144024,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Montgomery, Taylor",25442,USA,0,PGA,329,243,-0.664341435705935,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Johnston, Ryggs",32449,USA,0,EURO,330,295,-0.66489607067612,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Paul, Yannik",19898,GER,0,EURO,331,201,-0.665999043819782,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"NeSmith, Matthew",16433,USA,0,PGA,332,271,-0.667703141726308,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Horsfield, Sam",19866,ENG,0,LIV,333,501,-0.675911877539216,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"VanDerLaan, John",25319,USA,0,KFT,334,484,-0.678437031214979,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Elvira Mijares, Ignacio",12988,ESP,0,EURO,335,196,-0.684852975043198,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Lee, Junghwan",13498,KOR,0,KOR,336,344,-0.684976942142238,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Crocker, Sean",23610,USA,0,EURO,337,251,-0.685418277182611,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Cone, Trevor",21880,USA,0,KFT,338,373,-0.688953514095858,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Van Paris, Jackson",31955,USA,1,AM,339,501,-0.690267351528957,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Lemke, Niklas",10418,SWE,0,CHA,340,501,-0.697190548824725,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Von Dellingshausen, Nicolai",22231,GER,0,EURO,341,432,-0.697500226191461,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Whitney, Tom",20353,USA,0,PGA,342,405,-0.698101306073915,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Schniederjans, Ollie",18662,USA,0,KFT,343,265,-0.698292641571825,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Premlall, Yurav",25890,RSA,0,AFR,344,470,-0.698454449968532,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Valimaki, Sami",23816,FIN,0,PGA,345,161,-0.710911938719684,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Van Driel, Darius",13374,NED,0,EURO,346,251,-0.713628997220481,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Couvra, Martin",27811,FRA,0,CHA,347,305,-0.716467287982753,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Sato, Taihei",14371,JPN,0,JPN,348,430,-0.720935983270836,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Wilson, Andrew",25588,ENG,0,EURO,349,378,-0.722222924533072,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Winther, Jeff",15680,DEN,0,EURO,350,238,-0.722708918543242,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Potgieter, Aldrich",27900,RSA,0,KFT,351,197,-0.724096391426135,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Lamb, Rick",18869,USA,0,KFT,352,494,-0.726225534157782,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Kobori, Kazuma",24369,NZL,0,EURO,353,366,-0.7295242426394,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"McGirt, William",12477,USA,0,PGA,354,501,-0.730111176988843,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Coody, Parker",27870,USA,0,PGA,355,372,-0.730692492452721,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Kozuma, Jinichiro",14209,JPN,0,ASA,356,439,-0.736001219169359,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Gouveia, Ricardo",18722,POR,0,EURO,357,346,-0.736948331915888,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Clements, Todd",22608,ENG,0,EURO,358,290,-0.751771281007574,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"McDowell, Graeme",7548,NIR,0,LIV,359,501,-0.751931846742267,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Molinari, Francesco",7655,ITA,0,PGA,360,501,-0.754206118611835,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Morrison, Tommy",32593,USA,1,AM,361,501,-0.758233088554071,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Ford, David",31343,USA,1,AM,362,501,-0.758862185963613,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Riedel, Matthew",30892,USA,0,KFT,363,501,-0.760688091089546,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Aiken, Thomas",7679,RSA,0,EURO,364,401,-0.761043957402775,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
"Southgate, Matthew",15191,ENG,0,EURO,365,318,-0.762357561323859,2025-02-03 12:31:40 UTC,anyone ranked outside top 500 in OWGR appear as 501
